text,post_type
"['แนะนำ', 'หอ', 'ไหม', 'ห้อง', '5000', 'น้ำ', '18', 'ไฟ', '8']",3

"['ยูไลฟ์', 'วัด', 'ไหม', 'น้ำ', 'ไฟ', 'แพง', 'ไหมม']",3

"['หา', 'หอ', 'เลี้ยง', 'สุนัข', 'มหาลัย', 'ราคา', '5000', 'เดือน', 'แนะนำ']",3

"['สอบถาม', '3', 'วิชา', 'หรอ', 'แนะนำ', 'ขอบคุณ', 'บ']",3

"['แนะนำ', 'หอง', 'บ', '4000', 'มอ', 'แอร์']",3

"['หา', 'หอหลัง', 'มอราคา', '6000', 'ขาย', 'สัญญาหอ', 'ไหม']",3

"['แนะนำ', 'หอ', 'แถว', 'ปาก', 'ซอยวงศ์', 'สว่าง', '11', '13', '15', 'ราคา', '30004000']",3

"['หอ', 'แนะนำ', 'คะราคา', '40005000', 'บาท', 'บ้าน', 'ราคา', '12000', 'บาท']",3

"['หา', 'หอ', 'พักหลัง', 'มจพ', 'ราคา', '6000', 'บาท', 'เดือน', 'พฤศจิกา']",3

"['ตอน', 'หอ', 'หญิง', 'มอ', 'ว่าง', 'ไหม']",3

"['หาสัญญา', 'หอ', 'พัก', 'S9', 'Residents', 'ปล่อย', 'ทัก', '2', 'ห้อง', 'ดี']",3

"['เตือน', 'ภัย', 'คืน', 'เวลา', '2340', 'น']",3

"['หอ', '40004500', 'น้ำ', 'ไฟ', 'แถว', 'มอ', 'แนะนำ']",3

"['ขาย', 'สัญญา', 'ulifeprime', 'ตึก', 'ชั้น', '8', 'ห้อง', 'ระเบียง', 'สัญญา', '10000', 'บาท', 'มัด', 'ล่วงหน้า', '5900', 'บาท', 'ราวเตอร์เน็ต', '2000', 'บาท', 'เน็ต', 'จ่าย', 'เดือน', 'ล่ะ', '700', 'บาท', 'เดือน', 'ห้อง', 'เดือน', '5900', 'บาท', 'น้ำ', 'หน่วย', '19', 'บาท', 'ไฟ', 'หน่วย', '9', 'บาท', 'สนใจ', 'ติดต่อ', '0947590208', 'FB']",1

"['มอ', 'หอ', 'พัก', 'แนะนำ', 'สำหรับ', 'คน', 'ราคา', '3500', 'บาท', 'เดือน', 'พัดลม', 'แอร์']",3

"['ตอน', 'หอ', 'พัก', 'มอ', 'มั้ง', 'ไหม', 'แนะนำ', 'ราคา', 'แรง']",3

"['หอ', 'แนะนำ', '2', 'ห้อง', 'นอน', '1', 'ห้องน้ำ', '1', 'ห้อง', 'นอน', 'กั้น', '1', 'ห้อง', 'โถง', 'โซน', 'พระราม7จรัญบาง', 'กรวยติวานนท์', 'คอนโด', 'แพง']",0

"['หา', 'หอ', 'พักหลัง', 'มจพ', 'ราคา', '6000', 'บาท', 'เดือน', 'พฤศจิกายน']",3

"['ตอน', 'หอ', 'มอ', 'ว่าง', 'ขาย', 'สัญญา', 'หอ', 'มัย']",3

"['จอง', '6000', 'ลด', '5000', 'สนใจ', 'สอบถาม']",1

"['อนุญาต', 'ขาย', 'ตู้', 'เย็น', 'สภาพ', 'ดี', 'พลาสติก', 'แช่', 'น้ำ', 'สาม', 'ปี', 'กิน', 'ไฟ', 'ยี่ห้อ', 'super', 'direct', 'cool', 'ขนาด', '52', 'q', 'สี', 'ฟ้า', 'น่ารัก', 'กรุบกริบ', 'ราคา', '2800', '฿', 'แถว', 'หอ', 'curve', 'วงศ์สว่าง', '11', 'สนใจ', 'ทักib']",1

"['หา', 'หอ', 'พัก', 'ชาย', 'ห้อง', 'แอร์', 'ราคา', 'แรง', '10', 'กม', 'มหาลัย']",3

"['ตอน', 'หอ', 'ว่าง', 'ไหม', 'ตอน', 'หอ', 'แนะนำ', 'ราคา', 'แรง']",3

"['อนุญาต', 'ขาย', '3', 'รายการ', 'ดิน', 'สอกด', '03', 'คู่', 'แท่ง', 'ดำ', 'ขาย', '130', 'แถม', 'ใส้', 'B', 'แท่ง', 'เงิน', 'ขาย', '80', 'แถม', 'ใส้', 'HB', 'sold', 'แท่ง', 'ดำ', '05', 'สนใจ', 'เม้น', 'ขาย', 'เหมือน', 'แถม', 'ใส้', 'ainเพนเทล', '2', 'b', 'sold', 'ใส้', 'กล่อง', '50', 'แง้ว', 'ซื้อ', 'วิชา', 'สภาพ', '90', 'บาโค้ด', 'ลอก', 'ใส่', 'กระเป๋า', 'ชั้น', 'หนังสือ', 'sold', 'วาง', 'โต๊ะ', 'ซื้อ', '250', 'ขาย', '150', 'กล่อง', 'ใส่', 'เครื่อง', 'สำอางค์', 'โปรด', 'อ่าน', 'sold', 'กล่อง', 'แตก', 'ลิ้นชัก', 'ซีเรียส', 'เหยาะ', 'กาวตรา', 'ช้าง', 'ขาย', '40', 'บาท', 'ซื้อ', '80100', 'นัด', 'มจพ']",1

"['หอ', 'แนะนำ', 'ไหม', 'คับ', 'ราคา', '56', 'พัน']",3

"['หา', 'หอพักไกล้', 'มอ', 'จอด', 'รถ', 'ยนต์', 'ม', 'ขอบคุณ']",3

"['อ่าน', 'หนังสือ', 'เรียน', 'วิศวะ', 'รอด', 'พื้นฐาน', 'ดี', 'เค้า', 'พระ', 'จอมเรียน']",3

"['หอ', 'มไหน', 'ว่าง', 'ไหม', 'เดือน', '7000']",3

"['หา', 'สัญญา', 'หอ', 'แนะนำ', 'หอ', 'คับ', 'เดือน', '5500']",3

"['พี่', 'หอ', 'พัก', 'แนะนำ', 'ไหม', 'ใกล้ม', 'เสาร์', 'ลูก', 'ชาย', 'ดู', 'ขอบคุณ']",3

"['สำนักหอสมุด', 'กลาง', 'ขยาย', 'เวลา', '4', 'ทุ่ม', '5', 'พย', '63']",3

"['ตอน', 'หอ', 'มอ', 'ว่าง', 'ขาย', 'สัญญา', 'หอ']",3

"['อนุญาต', '3', 'ชั้น', 'ขนาด', 'มาตรฐาน', 'น้ำ', 'เชื้อ', 'โรค', 'ระบาย', 'อากาศ', 'ดี', '1', 'กล่อง', '50', 'ชิ้น', 'สี', 'ฟ้า', 'กล่อง', '150', '฿', 'สี', 'ดำ', 'กล่อง', '190', '฿', 'โอนจอง', '40', 'กล่อง', '5', 'นัด', 'มจพ', 'ฟรี', 'สนใจ', 'ทัก', 'แชท']",1

"['หิ้ว', 'น้า', 'เด้ออ', '5', 'มิถุน้า', 'สนใจ', 'ทัก', 'โลยยย']",1

